model,model_id,anchor,layer,run_kind,attention_mass_question_options,attention_mass_wrapper_syntax,attention_entropy
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,6,vanilla_same_item,0.9523997636228706,0.047600237307650006,1.336624280194497
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,7,clean_correct_wrapped,0.26742295384631054,0.7325770463020813,1.4939171336016883
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,7,corrupt_wrong_wrapped,0.2689168444833604,0.7310831541303453,1.5080267263725877
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,7,vanilla_same_item,0.9577966309820417,0.04220336914318481,1.371785218037875
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,8,clean_correct_wrapped,0.22514165032835193,0.7748583488820521,1.4519690699004666
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,8,corrupt_wrong_wrapped,0.23443679065654474,0.765563208489608,1.4715399056127132
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,8,vanilla_same_item,0.9484357252089504,0.051564274231487024,1.3375997202811325
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,9,clean_correct_wrapped,0.3084129634879975,0.6915870362049593,1.8146029824345147
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,9,corrupt_wrong_wrapped,0.31545274583572286,0.6845472543582175,1.8236150155170243
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,9,vanilla_same_item,0.9316464915864208,0.06835350862329195,1.6623013987233262
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,10,clean_correct_wrapped,0.2983671775612109,0.7016328226994905,1.8554829851161134
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,10,corrupt_wrong_wrapped,0.30603548653507984,0.693964513393628,1.868261034823218
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,10,vanilla_same_item,0.9181897099949344,0.08181028992776575,1.713037871694286
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,11,clean_correct_wrapped,0.36775798808285415,0.6322420125858447,2.1938903936568366
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,11,corrupt_wrong_wrapped,0.3764812948428891,0.6235187055179019,2.2088020221693143
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,11,vanilla_same_item,0.8813959364614505,0.11860406341732717,2.0468118542007825
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,12,clean_correct_wrapped,0.3203027662292216,0.6796972331010859,1.8752103235584041
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,12,corrupt_wrong_wrapped,0.3310177678739584,0.668982232369527,1.8968452071756914
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,12,vanilla_same_item,0.9187195236448706,0.08128047713070129,1.769819449284555
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,13,clean_correct_wrapped,0.3781737182623651,0.6218262818212859,2.2384295534600716
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,13,corrupt_wrong_wrapped,0.3848286240215313,0.6151713752421294,2.2425741360092974
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,13,vanilla_same_item,0.8923679186743495,0.10763208115792905,2.102221176465581
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,14,clean_correct_wrapped,0.4119817246769999,0.5880182754214426,2.4607212999130064
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,14,corrupt_wrong_wrapped,0.4197048753480954,0.5802951236399952,2.4788852917924733
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,14,vanilla_same_item,0.8636155945234975,0.13638440544840788,2.331359162061055
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,15,clean_correct_wrapped,0.4181046608245093,0.5818953389183779,2.4606117881185403
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,15,corrupt_wrong_wrapped,0.4250168698077514,0.5749831291577445,2.47486897641934
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,15,vanilla_same_item,0.8819077705689304,0.11809223035827403,2.3624381907601757
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,16,clean_correct_wrapped,0.3309614165312259,0.6690385838438405,2.1687814581135614
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,16,corrupt_wrong_wrapped,0.34369867421368394,0.656301325226278,2.195072172565922
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,16,vanilla_same_item,0.8771925935932445,0.1228074063750455,2.0431581041749185
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,17,clean_correct_wrapped,0.3035472880082551,0.696452711883136,1.981160843838359
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,17,corrupt_wrong_wrapped,0.3163951779376381,0.6836048220778442,2.0013520611824016
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,17,vanilla_same_item,0.904952505704076,0.09504749434800412,1.9587168713826968
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,18,clean_correct_wrapped,0.2779096981909559,0.72209030156571,1.9891827147957608
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,18,corrupt_wrong_wrapped,0.2881179355124845,0.7118820635461272,2.002739230786877
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,18,vanilla_same_item,0.8768634869557052,0.12313651403069878,1.9100024857911966
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,19,clean_correct_wrapped,0.22877885740498116,0.7712211424960432,1.8601585266248246
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,19,corrupt_wrong_wrapped,0.24043229594599094,0.7595677045717263,1.8770740691979881
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,19,vanilla_same_item,0.8736827035573863,0.12631729603042735,1.7814160005200943
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,20,clean_correct_wrapped,0.17641859924757655,0.8235814014827494,1.469662226348715
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,20,corrupt_wrong_wrapped,0.18815191186648458,0.8118480870414053,1.4773996384961223
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,20,vanilla_same_item,0.8997477165590566,0.10025228277845599,1.435612214513998
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,21,clean_correct_wrapped,0.18142146003229379,0.818578539833156,1.6107402957056889
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,21,corrupt_wrong_wrapped,0.19311964903281215,0.8068803510156861,1.621558051701868
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,21,vanilla_same_item,0.8829948470972695,0.11700515444514041,1.5705445386565495
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,22,clean_correct_wrapped,0.14648983432652823,0.8535101660478766,1.2442267288702582
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,22,corrupt_wrong_wrapped,0.15961476553877157,0.840385234418632,1.2602712069587363
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,22,vanilla_same_item,0.9225633373333334,0.0774366623765568,1.2765343548689447
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,23,clean_correct_wrapped,0.12552692839562282,0.8744730709634799,1.246262202232284
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,23,corrupt_wrong_wrapped,0.13882979932487557,0.86117020015402,1.2538426566122023
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,23,vanilla_same_item,0.8992212369067295,0.10077876231008961,1.1836202281410806
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,24,clean_correct_wrapped,0.14042404886643137,0.8595759529752093,1.2383217506377895
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,24,corrupt_wrong_wrapped,0.1541566980913143,0.8458433021316151,1.2477334464662515
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,24,vanilla_same_item,0.9251241649369294,0.07487583415890715,1.188427735160186
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,25,clean_correct_wrapped,0.13539846508220035,0.8646015344596284,1.2901608570360676
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,25,corrupt_wrong_wrapped,0.14895244086494758,0.8510475589716793,1.292558146940516
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,25,vanilla_same_item,0.9135743573352151,0.08642564221667233,1.1307882546433106
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,26,clean_correct_wrapped,0.15965158974120455,0.8403484105334492,1.3570998342344838
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,26,corrupt_wrong_wrapped,0.1717954008293718,0.8282045984937467,1.3583744398292215
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,26,vanilla_same_item,0.9041450551649318,0.09585494496598405,1.3191193486006039
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,27,clean_correct_wrapped,0.15321844182375746,0.8467815577875599,1.3791861457178707
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,27,corrupt_wrong_wrapped,0.1666188990674557,0.8333811008628387,1.3847107137694503
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,27,vanilla_same_item,0.9056747671842376,0.09432523342506598,1.2950848925763487
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,28,clean_correct_wrapped,0.19668948533462755,0.8033105148676206,1.6637257345820686
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,28,corrupt_wrong_wrapped,0.21227499400730251,0.7877250056447933,1.6714148434182403
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,28,vanilla_same_item,0.8536083432105479,0.14639165679529131,1.5354486773444065
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,29,clean_correct_wrapped,0.2566663896855972,0.7433336092257047,1.8661771631132895
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,29,corrupt_wrong_wrapped,0.27076240979534516,0.7292375901423783,1.8814641900826246
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,29,vanilla_same_item,0.8758392942447264,0.12416070513076206,1.7934530340046904
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,30,clean_correct_wrapped,0.24951685102766052,0.7504831489439822,1.9209661148135748
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,30,corrupt_wrong_wrapped,0.2672231393650908,0.7327768608419678,1.9309438769449834
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,30,vanilla_same_item,0.8427189433416244,0.15728105713802853,1.6836353098253973
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,31,clean_correct_wrapped,0.33853041677921725,0.6614695847169917,2.075297269949012
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,31,corrupt_wrong_wrapped,0.34970602020761643,0.6502939790546021,2.0790232052015862
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,31,vanilla_same_item,0.8835673801470455,0.11643261903223372,2.01034422253195
Phi,microsoft/Phi-3.5-mini-instruct,options_end,0,clean_correct_wrapped,0.6680028823829501,0.33199711712750496,4.138203714661248
Phi,microsoft/Phi-3.5-mini-instruct,options_end,0,corrupt_wrong_wrapped,0.6614689929148834,0.3385310068086056,4.166038341251723
Phi,microsoft/Phi-3.5-mini-instruct,options_end,0,vanilla_same_item,0.7832938010325368,0.2167061986216248,3.795359399584854
Phi,microsoft/Phi-3.5-mini-instruct,options_end,1,clean_correct_wrapped,0.6444582776242815,0.3555417227915384,2.734741513062049
Phi,microsoft/Phi-3.5-mini-instruct,options_end,1,corrupt_wrong_wrapped,0.6372981074651047,0.3627018924080024,2.74885082561752
Phi,microsoft/Phi-3.5-mini-instruct,options_end,1,vanilla_same_item,0.7155196820008921,0.2844803184783918,2.6062429603813198
Phi,microsoft/Phi-3.5-mini-instruct,options_end,2,clean_correct_wrapped,0.598272199448929,0.4017278004442639,2.9831053155913567
Phi,microsoft/Phi-3.5-mini-instruct,options_end,2,corrupt_wrong_wrapped,0.5854748040355747,0.41452519666343807,2.990444800710644
Phi,microsoft/Phi-3.5-mini-instruct,options_end,2,vanilla_same_item,0.6666498813868714,0.3333501189971974,2.8815064359796727
Phi,microsoft/Phi-3.5-mini-instruct,options_end,3,clean_correct_wrapped,0.5048240391120697,0.49517596120127066,1.2281144329449902
Phi,microsoft/Phi-3.5-mini-instruct,options_end,3,corrupt_wrong_wrapped,0.4804839364831194,0.5195160642040919,1.224069919515552
Phi,microsoft/Phi-3.5-mini-instruct,options_end,3,vanilla_same_item,0.9634183470633886,0.03658165411915198,1.1771917153546934
Phi,microsoft/Phi-3.5-mini-instruct,options_end,4,clean_correct_wrapped,0.49365408929965326,0.506345911016841,1.2176036349433024
Phi,microsoft/Phi-3.5-mini-instruct,options_end,4,corrupt_wrong_wrapped,0.4681351922974738,0.5318648074469824,1.21376426204309
Phi,microsoft/Phi-3.5-mini-instruct,options_end,4,vanilla_same_item,0.967193957504881,0.032806043405011434,1.1407810333334552
Phi,microsoft/Phi-3.5-mini-instruct,options_end,5,clean_correct_wrapped,0.37416649887626957,0.625833501033984,1.2367329569319598
Phi,microsoft/Phi-3.5-mini-instruct,options_end,5,corrupt_wrong_wrapped,0.3612058497907872,0.6387941508316015,1.2449345416693398
Phi,microsoft/Phi-3.5-mini-instruct,options_end,5,vanilla_same_item,0.9684813448527787,0.03151865553730007,1.1559660262152895
Phi,microsoft/Phi-3.5-mini-instruct,options_end,6,clean_correct_wrapped,0.2937633089347632,0.7062366904726718,1.383821533688068
Phi,microsoft/Phi-3.5-mini-instruct,options_end,6,corrupt_wrong_wrapped,0.29121158436741834,0.7087884163656764,1.400835634610606
Phi,microsoft/Phi-3.5-mini-instruct,options_end,6,vanilla_same_item,0.9424848257415508,0.05751517421370307,1.2868981269935333
Phi,microsoft/Phi-3.5-mini-instruct,options_end,7,clean_correct_wrapped,0.2773979632500463,0.7226020370805882,1.3912766196250286
Phi,microsoft/Phi-3.5-mini-instruct,options_end,7,corrupt_wrong_wrapped,0.27881984089022055,0.7211801592673417,1.4014492419479265
Phi,microsoft/Phi-3.5-mini-instruct,options_end,7,vanilla_same_item,0.9491000696383223,0.050899930372232234,1.2814832753315766
Phi,microsoft/Phi-3.5-mini-instruct,options_end,8,clean_correct_wrapped,0.23064079819262273,0.7693592021579141,1.3108018306461005
Phi,microsoft/Phi-3.5-mini-instruct,options_end,8,corrupt_wrong_wrapped,0.24166404092483165,0.7583359605461873,1.3302892747491237
Phi,microsoft/Phi-3.5-mini-instruct,options_end,8,vanilla_same_item,0.9343553858146717,0.06564461373147461,1.2115523968238973
Phi,microsoft/Phi-3.5-mini-instruct,options_end,9,clean_correct_wrapped,0.3144763448424999,0.6855236548052138,1.641010098591902
Phi,microsoft/Phi-3.5-mini-instruct,options_end,9,corrupt_wrong_wrapped,0.32225570038978874,0.6777443000056668,1.6463877868106163
Phi,microsoft/Phi-3.5-mini-instruct,options_end,9,vanilla_same_item,0.9098495901714084,0.09015041022388233,1.5081307804159059
Phi,microsoft/Phi-3.5-mini-instruct,options_end,10,clean_correct_wrapped,0.2986404102920651,0.701359590165133,1.6538633833240346
Phi,microsoft/Phi-3.5-mini-instruct,options_end,10,corrupt_wrong_wrapped,0.30599048939808965,0.6940095113727465,1.652464187144796
Phi,microsoft/Phi-3.5-mini-instruct,options_end,10,vanilla_same_item,0.8931815385613122,0.10681846142304606,1.5537915476775301
Phi,microsoft/Phi-3.5-mini-instruct,options_end,11,clean_correct_wrapped,0.3682104453972741,0.6317895542940526,2.0171395836238264
Phi,microsoft/Phi-3.5-mini-instruct,options_end,11,corrupt_wrong_wrapped,0.37680671496637547,0.6231932843999313,2.0282069717947953
Phi,microsoft/Phi-3.5-mini-instruct,options_end,11,vanilla_same_item,0.836638168822988,0.16336183165430554,1.9001586431748254
Phi,microsoft/Phi-3.5-mini-instruct,options_end,12,clean_correct_wrapped,0.321183972645773,0.6788160261261937,1.7049531516500847
Phi,microsoft/Phi-3.5-mini-instruct,options_end,12,corrupt_wrong_wrapped,0.33134337915479417,0.668656620386452,1.7188054080981987
Phi,microsoft/Phi-3.5-mini-instruct,options_end,12,vanilla_same_item,0.8924811290374641,0.10751887168788096,1.6159214081108626
Phi,microsoft/Phi-3.5-mini-instruct,options_end,13,clean_correct_wrapped,0.37259493029502777,0.6274050701032434,2.128812117142126
Phi,microsoft/Phi-3.5-mini-instruct,options_end,13,corrupt_wrong_wrapped,0.377227255392891,0.6227727443368918,2.12639707717455
Phi,microsoft/Phi-3.5-mini-instruct,options_end,13,vanilla_same_item,0.8533714859994787,0.1466285138212369,2.0035548255465954
Phi,microsoft/Phi-3.5-mini-instruct,options_end,14,clean_correct_wrapped,0.4061043853005684,0.5938956149243289,2.2426880507299565
Phi,microsoft/Phi-3.5-mini-instruct,options_end,14,corrupt_wrong_wrapped,0.4139642167510082,0.5860357823613468,2.2598693890860444
Phi,microsoft/Phi-3.5-mini-instruct,options_end,14,vanilla_same_item,0.8228803753490705,0.1771196249062218,2.1359438483605944
Phi,microsoft/Phi-3.5-mini-instruct,options_end,15,clean_correct_wrapped,0.40516169493512677,0.5948383063038235,2.2053293273854777
Phi,microsoft/Phi-3.5-mini-instruct,options_end,15,corrupt_wrong_wrapped,0.4108658280858027,0.5891341725829548,2.2163003848593994
Phi,microsoft/Phi-3.5-mini-instruct,options_end,15,vanilla_same_item,0.8487100210815179,0.1512899791404455,2.143286003777052
Phi,microsoft/Phi-3.5-mini-instruct,options_end,16,clean_correct_wrapped,0.3221440304515466,0.6778559684313278,1.9854160684110618
Phi,microsoft/Phi-3.5-mini-instruct,options_end,16,corrupt_wrong_wrapped,0.33420365150001874,0.6657963486232857,2.008447966522936
Phi,microsoft/Phi-3.5-mini-instruct,options_end,16,vanilla_same_item,0.8379033335839544,0.16209666664714417,1.885254174895994
Phi,microsoft/Phi-3.5-mini-instruct,options_end,17,clean_correct_wrapped,0.2897611592102575,0.710238841469673,1.7698614181373904
Phi,microsoft/Phi-3.5-mini-instruct,options_end,17,corrupt_wrong_wrapped,0.30005826367422755,0.699941735944976,1.7849320673104199
Phi,microsoft/Phi-3.5-mini-instruct,options_end,17,vanilla_same_item,0.8811490660101751,0.11885093419669454,1.7644597087469953
Phi,microsoft/Phi-3.5-mini-instruct,options_end,18,clean_correct_wrapped,0.2574022743177528,0.7425977258246182,1.7375818486448913
Phi,microsoft/Phi-3.5-mini-instruct,options_end,18,corrupt_wrong_wrapped,0.2655871647649853,0.7344128360328748,1.7510194548658822
Phi,microsoft/Phi-3.5-mini-instruct,options_end,18,vanilla_same_item,0.8567161555511678,0.14328384464006272,1.6578981188382993
Phi,microsoft/Phi-3.5-mini-instruct,options_end,19,clean_correct_wrapped,0.21258850481224434,0.7874114958476914,1.7142297770073074
Phi,microsoft/Phi-3.5-mini-instruct,options_end,19,corrupt_wrong_wrapped,0.22256010006194427,0.7774399005502621,1.7146552623894284
Phi,microsoft/Phi-3.5-mini-instruct,options_end,19,vanilla_same_item,0.845011690985506,0.15498830874771238,1.6395203338909072
Phi,microsoft/Phi-3.5-mini-instruct,options_end,20,clean_correct_wrapped,0.16380644492304272,0.8361935557933293,1.2992098854747107
Phi,microsoft/Phi-3.5-mini-instruct,options_end,20,corrupt_wrong_wrapped,0.1718677671547426,0.828132233522643,1.2889420290961093
Phi,microsoft/Phi-3.5-mini-instruct,options_end,20,vanilla_same_item,0.8843369470414638,0.11566305246875193,1.2595317906135195
Phi,microsoft/Phi-3.5-mini-instruct,options_end,21,clean_correct_wrapped,0.16607006795558532,0.8339299325173215,1.4381871657391125
Phi,microsoft/Phi-3.5-mini-instruct,options_end,21,corrupt_wrong_wrapped,0.1752958593756362,0.8247041411310991,1.43564813522635
Phi,microsoft/Phi-3.5-mini-instruct,options_end,21,vanilla_same_item,0.8637813980334088,0.13621860216549964,1.3761829424366816
Phi,microsoft/Phi-3.5-mini-instruct,options_end,22,clean_correct_wrapped,0.135936150675343,0.8640638494554084,1.1395973123704386
Phi,microsoft/Phi-3.5-mini-instruct,options_end,22,corrupt_wrong_wrapped,0.14770027676898353,0.8522997232870088,1.1393640183635976
Phi,microsoft/Phi-3.5-mini-instruct,options_end,22,vanilla_same_item,0.8988609332990851,0.10113906714090744,1.15942383490498
Phi,microsoft/Phi-3.5-mini-instruct,options_end,23,clean_correct_wrapped,0.11462983354025466,0.8853701657754189,1.0702496119095788
Phi,microsoft/Phi-3.5-mini-instruct,options_end,23,corrupt_wrong_wrapped,0.12749539949560637,0.8725046012225642,1.0692612423447303
Phi,microsoft/Phi-3.5-mini-instruct,options_end,23,vanilla_same_item,0.8939552362460289,0.10604476383332202,1.0106107598196215
Phi,microsoft/Phi-3.5-mini-instruct,options_end,24,clean_correct_wrapped,0.12601076073734854,0.8739892398190284,1.0688523353676305
Phi,microsoft/Phi-3.5-mini-instruct,options_end,24,corrupt_wrong_wrapped,0.13778883035887274,0.8622111706785579,1.0697594123711027
Phi,microsoft/Phi-3.5-mini-instruct,options_end,24,vanilla_same_item,0.9121481553146789,0.08785184510836914,1.0234148514766386
Phi,microsoft/Phi-3.5-mini-instruct,options_end,25,clean_correct_wrapped,0.122911681429669,0.8770883185445311,1.1237816267155611
Phi,microsoft/Phi-3.5-mini-instruct,options_end,25,corrupt_wrong_wrapped,0.13593139080448216,0.864068608320119,1.1147633363436784
Phi,microsoft/Phi-3.5-mini-instruct,options_end,25,vanilla_same_item,0.9042454364245396,0.09575456304889338,0.9647049183011845
Phi,microsoft/Phi-3.5-mini-instruct,options_end,26,clean_correct_wrapped,0.14443858447290445,0.8555614155039598,1.180151600256839
Phi,microsoft/Phi-3.5-mini-instruct,options_end,26,corrupt_wrong_wrapped,0.15558967392338294,0.8444103257884101,1.1648052613033515
Phi,microsoft/Phi-3.5-mini-instruct,options_end,26,vanilla_same_item,0.8862101038294289,0.11378989516972016,1.1346243971507426
Phi,microsoft/Phi-3.5-mini-instruct,options_end,27,clean_correct_wrapped,0.1493194826395994,0.8506805182168219,1.3116910440519198
Phi,microsoft/Phi-3.5-mini-instruct,options_end,27,corrupt_wrong_wrapped,0.1605834411459776,0.8394165583661382,1.294725816655321
Phi,microsoft/Phi-3.5-mini-instruct,options_end,27,vanilla_same_item,0.8751066696370395,0.124893329668997,1.2383648603532824
Phi,microsoft/Phi-3.5-mini-instruct,options_end,28,clean_correct_wrapped,0.182060169720945,0.8179398308936331,1.4751835260277872
Phi,microsoft/Phi-3.5-mini-instruct,options_end,28,corrupt_wrong_wrapped,0.1979143032716202,0.8020856963581058,1.473448370574536
Phi,microsoft/Phi-3.5-mini-instruct,options_end,28,vanilla_same_item,0.8207012613139288,0.17929873806624794,1.3280173816478276
Phi,microsoft/Phi-3.5-mini-instruct,options_end,29,clean_correct_wrapped,0.24576562514652242,0.7542343751650454,1.7272070313682144
Phi,microsoft/Phi-3.5-mini-instruct,options_end,29,corrupt_wrong_wrapped,0.26036550284831694,0.7396344972862194,1.7358513940002234
Phi,microsoft/Phi-3.5-mini-instruct,options_end,29,vanilla_same_item,0.8298043670882679,0.17019563210542996,1.6205433203911965
Phi,microsoft/Phi-3.5-mini-instruct,options_end,30,clean_correct_wrapped,0.2502418064393838,0.7497581939939981,1.7861174461740479
Phi,microsoft/Phi-3.5-mini-instruct,options_end,30,corrupt_wrong_wrapped,0.26681366201368045,0.7331863386038728,1.7940713993584998
Phi,microsoft/Phi-3.5-mini-instruct,options_end,30,vanilla_same_item,0.8286229051053382,0.1713770944947027,1.545437062334465
Phi,microsoft/Phi-3.5-mini-instruct,options_end,31,clean_correct_wrapped,0.33010648937117093,0.6698935101635143,1.8266967753253553
Phi,microsoft/Phi-3.5-mini-instruct,options_end,31,corrupt_wrong_wrapped,0.34266956070650995,0.6573304388544322,1.8273745647509878
Phi,microsoft/Phi-3.5-mini-instruct,options_end,31,vanilla_same_item,0.8597851201215972,0.14021488045837271,1.723004345663922
